,date_time,price,volume,epoch
1258,2020-09-11 13:35:35.758368000,182.94,100,1599831335758368000
1259,2020-09-11 13:35:35.758372608,182.94,100,1599831335758372608
1260,2020-09-11 13:35:35.758447616,182.94,100,1599831335758447616
1261,2020-09-11 13:35:35.758452736,182.94,100,1599831335758452736
1262,2020-09-11 13:35:37.071952384,182.94,100,1599831337071952384
1263,2020-09-11 13:35:37.073997312,182.9398,200,1599831337073997312
1264,2020-09-11 13:35:37.077355264,182.94,100,1599831337077355264
1265,2020-09-11 13:35:38.295546368,182.94,100,1599831338295546368
1266,2020-09-11 13:35:40.436618496,182.95,49,1599831340436618496
1267,2020-09-11 13:35:42.690837248,182.945,1400,1599831342690837248
1268,2020-09-11 13:35:43.423367680,182.9599,600,1599831343423367680
1269,2020-09-11 13:35:45.020639232,182.945,1,1599831345020639232
1270,2020-09-11 13:35:45.278302720,182.9301,5,1599831345278302720
1271,2020-09-11 13:35:47.148763904,182.96,12,1599831347148763904
1272,2020-09-11 13:35:47.714611456,182.96,34,1599831347714611456
1273,2020-09-11 13:35:52.507279104,182.95,14,1599831352507279104
1274,2020-09-11 13:35:52.991314176,182.95,100,1599831352991314176
1275,2020-09-11 13:35:54.453699072,182.955,15,1599831354453699072
1276,2020-09-11 13:35:57.021904896,182.9533,81,1599831357021904896
1277,2020-09-11 13:35:57.258148096,182.98,1,1599831357258148096
1278,2020-09-11 13:35:57.258237440,182.96,15,1599831357258237440
1279,2020-09-11 13:35:57.755716352,182.95,50,1599831357755716352
1280,2020-09-11 13:35:57.785720320,182.94,100,1599831357785720320
1281,2020-09-11 13:35:58.555530240,182.9398,3,1599831358555530240
1282,2020-09-11 13:35:58.945864192,182.91,2,1599831358945864192
1283,2020-09-11 13:35:59.663467776,182.92,92,1599831359663467776
1284,2020-09-11 13:36:01.526608896,182.915,273,1599831361526608896
1285,2020-09-11 13:36:02.731147776,182.92,300,1599831362731147776
1286,2020-09-11 13:36:02.735156736,182.9199,100,1599831362735156736
1287,2020-09-11 13:36:02.735442432,182.92,100,1599831362735442432
1288,2020-09-11 13:36:02.735592960,182.92,100,1599831362735592960
1289,2020-09-11 13:36:02.847985408,182.93,400,1599831362847985408
1290,2020-09-11 13:36:02.847990272,182.93,100,1599831362847990272
1291,2020-09-11 13:36:02.847995392,182.93,100,1599831362847995392
1292,2020-09-11 13:36:02.849584128,182.93,100,1599831362849584128
1293,2020-09-11 13:36:02.850295808,182.93,100,1599831362850295808
1294,2020-09-11 13:36:02.851358464,182.9299,600,1599831362851358464
1295,2020-09-11 13:36:02.860270848,182.93,100,1599831362860270848
1296,2020-09-11 13:36:02.860274688,182.93,2000,1599831362860274688
1297,2020-09-11 13:36:02.860505088,182.94,200,1599831362860505088
1298,2020-09-11 13:36:02.860670464,182.93,100,1599831362860670464
1299,2020-09-11 13:36:02.866759936,182.93,600,1599831362866759936
1300,2020-09-11 13:36:02.895588608,182.93,100,1599831362895588608
1301,2020-09-11 13:36:02.895598592,182.93,100,1599831362895598592
1302,2020-09-11 13:36:02.895603712,182.93,100,1599831362895603712
1303,2020-09-11 13:36:02.895608576,182.93,300,1599831362895608576
1304,2020-09-11 13:36:02.895864320,182.93,100,1599831362895864320
1305,2020-09-11 13:36:02.895864320,182.93,100,1599831362895864320
1306,2020-09-11 13:36:02.895869440,182.93,100,1599831362895869440
1307,2020-09-11 13:36:02.895874304,182.93,300,1599831362895874304
1308,2020-09-11 13:36:02.895999488,182.92,100,1599831362895999488
1309,2020-09-11 13:36:02.896541952,182.93,100,1599831362896541952
1310,2020-09-11 13:36:02.896541952,182.93,100,1599831362896541952
1311,2020-09-11 13:36:02.896547072,182.93,100,1599831362896547072
1312,2020-09-11 13:36:02.896547072,182.94,100,1599831362896547072
1313,2020-09-11 13:36:02.896550912,182.94,1640,1599831362896550912
1314,2020-09-11 13:36:02.896606208,182.93,75,1599831362896606208
1315,2020-09-11 13:36:03.102941952,182.94,5,1599831363102941952
1316,2020-09-11 13:36:07.832308224,182.92,81,1599831367832308224
1317,2020-09-11 13:36:07.956634368,182.91,21,1599831367956634368
1318,2020-09-11 13:36:08.160074240,182.91,100,1599831368160074240
1319,2020-09-11 13:36:08.367622144,182.91,100,1599831368367622144
1320,2020-09-11 13:36:09.436640768,182.92,90,1599831369436640768
1321,2020-09-11 13:36:09.436655616,182.92,10,1599831369436655616
1322,2020-09-11 13:36:11.789705728,182.93,34,1599831371789705728
1323,2020-09-11 13:36:11.789751808,182.93,966,1599831371789751808
1324,2020-09-11 13:36:11.789755648,182.93,100,1599831371789755648
1325,2020-09-11 13:36:11.976346880,182.93,1,1599831371976346880
1326,2020-09-11 13:36:11.979076352,182.93,100,1599831371979076352
1327,2020-09-11 13:36:11.979076352,182.93,50,1599831371979076352
1328,2020-09-11 13:36:12.596822528,182.925,20,1599831372596822528
1329,2020-09-11 13:36:12.792983808,182.9251,5,1599831372792983808
1330,2020-09-11 13:36:14.790037248,182.939,50,1599831374790037248
1331,2020-09-11 13:36:17.016725760,182.92,1,1599831377016725760
1332,2020-09-11 13:36:17.098856192,182.91,100,1599831377098856192
1333,2020-09-11 13:36:17.101657856,182.9101,100,1599831377101657856
1334,2020-09-11 13:36:17.795773952,182.92,100,1599831377795773952
1335,2020-09-11 13:36:18.467022336,182.922,100,1599831378467022336
1336,2020-09-11 13:36:19.529309440,182.9,100,1599831379529309440
1337,2020-09-11 13:36:19.529309440,182.9,80,1599831379529309440
1338,2020-09-11 13:36:19.530006016,182.9,100,1599831379530006016
1339,2020-09-11 13:36:19.542265088,182.9,70,1599831379542265088
1340,2020-09-11 13:36:19.542335232,182.9,50,1599831379542335232
1341,2020-09-11 13:36:19.542571776,182.9,40,1599831379542571776
1342,2020-09-11 13:36:19.542596352,182.9,60,1599831379542596352
1343,2020-09-11 13:36:19.806615040,182.89,10,1599831379806615040
1344,2020-09-11 13:36:19.806809856,182.89,3,1599831379806809856
1345,2020-09-11 13:36:21.733241344,182.88,45,1599831381733241344
1346,2020-09-11 13:36:21.836506112,182.86,100,1599831381836506112
1347,2020-09-11 13:36:21.836977664,182.86,100,1599831381836977664
1348,2020-09-11 13:36:21.837027072,182.86,40,1599831381837027072
1349,2020-09-11 13:36:21.847923200,182.85,100,1599831381847923200
1350,2020-09-11 13:36:22.057035520,182.8279,12,1599831382057035520
1351,2020-09-11 13:36:22.062393344,182.83,8,1599831382062393344
1352,2020-09-11 13:36:23.005309440,182.82,100,1599831383005309440
1353,2020-09-11 13:36:23.005312768,182.82,100,1599831383005312768
1354,2020-09-11 13:36:23.161914624,182.81,4,1599831383161914624
1355,2020-09-11 13:36:23.833142528,182.81,18,1599831383833142528
1356,2020-09-11 13:36:27.279580160,182.855,5,1599831387279580160
1357,2020-09-11 13:36:27.854853888,182.8301,3,1599831387854853888
1358,2020-09-11 13:36:28.452696320,182.86,10,1599831388452696320
1359,2020-09-11 13:36:29.773800704,182.86,90,1599831389773800704
1360,2020-09-11 13:36:34.742254848,182.7919,20,1599831394742254848
1361,2020-09-11 13:36:35.200984576,182.7957,200,1599831395200984576
1362,2020-09-11 13:36:36.578937344,182.8,16,1599831396578937344
1363,2020-09-11 13:36:40.005927936,182.8,1,1599831400005927936
1364,2020-09-11 13:36:40.005932544,182.8,149,1599831400005932544
1365,2020-09-11 13:36:40.005980928,182.8,51,1599831400005980928
1366,2020-09-11 13:36:40.006378240,182.81,100,1599831400006378240
1367,2020-09-11 13:36:40.937519104,182.8011,5,1599831400937519104
1368,2020-09-11 13:36:42.031932672,182.795,1,1599831402031932672
1369,2020-09-11 13:36:42.289627392,182.8,38,1599831402289627392
1370,2020-09-11 13:36:43.797577472,182.79,100,1599831403797577472
1371,2020-09-11 13:36:43.797580800,182.79,50,1599831403797580800
1372,2020-09-11 13:36:43.797585664,182.79,50,1599831403797585664
1373,2020-09-11 13:36:44.382948608,182.8,9,1599831404382948608
1374,2020-09-11 13:36:44.438806528,182.78,1,1599831404438806528
1375,2020-09-11 13:36:45.173987328,182.8,100,1599831405173987328
1376,2020-09-11 13:36:45.173991168,182.8,100,1599831405173991168
1377,2020-09-11 13:36:45.174238208,182.8,100,1599831405174238208
1378,2020-09-11 13:36:45.174287360,182.81,100,1599831405174287360
1379,2020-09-11 13:36:45.174287360,182.81,100,1599831405174287360
1380,2020-09-11 13:36:45.174387968,182.81,100,1599831405174387968
1381,2020-09-11 13:36:45.174462208,182.82,100,1599831405174462208
1382,2020-09-11 13:36:45.174502400,182.82,1,1599831405174502400
1383,2020-09-11 13:36:45.174618880,182.82,10,1599831405174618880
1384,2020-09-11 13:36:45.174968576,182.82,100,1599831405174968576
1385,2020-09-11 13:36:45.175209216,182.82,200,1599831405175209216
1386,2020-09-11 13:36:45.175364608,182.82,64,1599831405175364608
1387,2020-09-11 13:36:45.176391936,182.8,100,1599831405176391936
1388,2020-09-11 13:36:45.185438464,182.81,40,1599831405185438464
1389,2020-09-11 13:36:45.185689088,182.81,40,1599831405185689088
1390,2020-09-11 13:36:46.665309952,182.805,5,1599831406665309952
1391,2020-09-11 13:36:46.729968896,182.7898,40,1599831406729968896
1392,2020-09-11 13:36:47.813065216,182.805,4,1599831407813065216
1393,2020-09-11 13:36:47.915058944,182.805,9,1599831407915058944
1394,2020-09-11 13:36:48.345423360,182.8,25,1599831408345423360
1395,2020-09-11 13:36:51.027398144,182.82,55,1599831411027398144
1396,2020-09-11 13:36:52.800976896,182.8068,300,1599831412800976896
1397,2020-09-11 13:36:53.074011648,182.805,2,1599831413074011648
1398,2020-09-11 13:36:58.418685696,182.795,30,1599831418418685696
1399,2020-09-11 13:37:01.964785152,182.805,10,1599831421964785152
1400,2020-09-11 13:37:02.065014272,182.81,20,1599831422065014272
1401,2020-09-11 13:37:02.077939200,182.81,20,1599831422077939200
1402,2020-09-11 13:37:02.078030592,182.81,702,1599831422078030592
1403,2020-09-11 13:37:02.078115072,182.81,858,1599831422078115072
1404,2020-09-11 13:37:03.184313856,182.82,100,1599831423184313856
1405,2020-09-11 13:37:03.184342272,182.82,200,1599831423184342272
1406,2020-09-11 13:37:03.710304512,182.82,100,1599831423710304512
1407,2020-09-11 13:37:04.468729344,182.82,1,1599831424468729344
1408,2020-09-11 13:37:05.589513216,182.82,100,1599831425589513216
1409,2020-09-11 13:37:05.689859840,182.8199,15,1599831425689859840
1410,2020-09-11 13:37:06.106115328,182.81,300,1599831426106115328
1411,2020-09-11 13:37:06.478531328,182.8038,100,1599831426478531328
